Textbox1,Textbox77,fips,name,ruc_code,estBase040190,Apr-00,ESTIMATESBASE2010,ESTIMATESBASE20201,current_year,percentChange
Pop. 2021,Change 2020-21,5041,Desha,6,"16,798","15,351","13,008","11,395","11,090",-2.70%
Pop. 2021,Change 2020-21,5043,Drew,6,"17,369","18,690","18,509","17,350","17,110",-1.40%
Pop. 2021,Change 2020-21,5045,Faulkner,2,"60,006","86,036","113,237","123,498","125,106",1.30%
Pop. 2021,Change 2020-21,5047,Franklin,6,"14,897","17,766","18,125","17,097","17,173",0.40%
Pop. 2021,Change 2020-21,5049,Fulton,9,"10,037","11,627","12,245","12,075","12,145",0.60%
Pop. 2021,Change 2020-21,5051,Garland,3,"73,397","88,122","96,024","100,180","100,330",0.10%
Pop. 2021,Change 2020-21,5053,Grant,2,"13,948","16,457","17,853","17,958","18,090",0.70%
Pop. 2021,Change 2020-21,5055,Greene,4,"31,804","37,383","42,090","45,736","46,317",1.30%
Pop. 2021,Change 2020-21,5057,Hempstead,6,"21,621","23,597","22,609","20,065","19,694",-1.80%
Pop. 2021,Change 2020-21,5059,Hot Spring,6,"26,115","30,413","32,923","33,040","33,148",0.30%
Pop. 2021,Change 2020-21,5061,Howard,6,"13,569","14,304","13,789","12,785","12,698",-0.70%
Pop. 2021,Change 2020-21,5063,Independence,7,"31,192","34,246","36,647","37,938","37,723",-0.60%
Pop. 2021,Change 2020-21,5065,Izard,9,"11,364","13,261","13,696","13,577","13,911",2.50%
Pop. 2021,Change 2020-21,5067,Jackson,6,"18,944","18,420","17,997","16,755","16,811",0.30%
Pop. 2021,Change 2020-21,5069,Jefferson,3,"85,487","84,295","77,435","67,260","65,861",-2.10%
Pop. 2021,Change 2020-21,5071,Johnson,7,"18,221","22,779","25,540","25,749","25,845",0.40%
Pop. 2021,Change 2020-21,5073,Lafayette,8,"9,643","8,550","7,645","6,308","6,163",-2.30%
Pop. 2021,Change 2020-21,5075,Lawrence,6,"17,455","17,762","17,415","16,216","16,292",0.50%
Pop. 2021,Change 2020-21,5077,Lee,7,"13,053","12,578","10,424","8,600","8,619",0.20%
Pop. 2021,Change 2020-21,5079,Lincoln,3,"13,690","14,482","14,134","12,941","13,037",0.70%
Pop. 2021,Change 2020-21,5081,Little River,3,"13,966","13,628","13,171","12,026","11,944",-0.70%
Pop. 2021,Change 2020-21,5083,Logan,6,"20,557","22,480","22,353","21,131","21,215",0.40%
Pop. 2021,Change 2020-21,5085,Lonoke,2,"39,268","52,849","68,356","74,015","74,722",1.00%
Pop. 2021,Change 2020-21,5087,Madison,2,"11,618","14,228","15,717","16,521","16,960",2.70%
Pop. 2021,Change 2020-21,5089,Marion,9,"12,001","16,147","16,653","16,826","16,978",0.90%
Pop. 2021,Change 2020-21,5091,Miller,3,"38,467","40,455","43,462","42,600","42,649",0.10%
Pop. 2021,Change 2020-21,5093,Mississippi,4,"57,525","51,999","46,480","40,685","39,661",-2.50%
Pop. 2021,Change 2020-21,5095,Monroe,7,"11,333","10,255","8,149","6,799","6,683",-1.70%
Pop. 2021,Change 2020-21,5097,Montgomery,8,"7,841","9,222","9,487","8,484","8,611",1.50%
Pop. 2021,Change 2020-21,5099,Nevada,7,"10,101","9,940","8,997","8,310","8,187",-1.50%
Pop. 2021,Change 2020-21,5101,Newton,9,"7,666","8,603","8,330","7,225","7,204",-0.30%
Pop. 2021,Change 2020-21,5103,Ouachita,7,"30,574","28,776","26,120","22,650","22,306",-1.50%
Pop. 2021,Change 2020-21,5105,Perry,2,"7,969","10,199","10,445","10,019","9,964",-0.50%
Pop. 2021,Change 2020-21,5107,Phillips,6,"28,830","26,438","21,757","16,568","15,906",-4.00%
Pop. 2021,Change 2020-21,5109,Pike,9,"10,086","11,301","11,291","10,171","10,066",-1.00%
Pop. 2021,Change 2020-21,5111,Poinsett,3,"24,664","25,617","24,583","22,965","22,660",-1.30%
Pop. 2021,Change 2020-21,5113,Polk,7,"17,347","20,234","20,662","19,221","19,353",0.70%
Pop. 2021,Change 2020-21,5115,Pope,5,"45,883","54,492","61,754","63,381","63,789",0.60%
Pop. 2021,Change 2020-21,5117,Prairie,8,"9,518","9,523","8,715","8,282","8,135",-1.80%
Pop. 2021,Change 2020-21,5119,Pulaski,2,"349,569","361,370","382,748","399,125","397,821",-0.30%
Pop. 2021,Change 2020-21,5121,Randolph,7,"16,558","18,191","17,969","18,571","18,865",1.60%
Pop. 2021,Change 2020-21,5123,St. Francis,6,"28,497","29,330","28,258","23,090","22,739",-1.50%
Pop. 2021,Change 2020-21,5125,Saline,2,"64,183","83,559","107,118","123,416","125,233",1.50%
Pop. 2021,Change 2020-21,5127,Scott,6,"10,205","10,986","11,233","9,836","9,822",-0.10%
Pop. 2021,Change 2020-21,5129,Searcy,9,"7,841","8,240","8,195","7,828","7,880",0.70%
Pop. 2021,Change 2020-21,5131,Sebastian,2,"99,590","115,101","125,744","127,799","128,400",0.50%
Pop. 2021,Change 2020-21,5133,Sevier,6,"13,637","15,750","17,058","15,839","15,783",-0.40%
Pop. 2021,Change 2020-21,5135,Sharp,7,"14,109","17,120","17,264","17,271","17,622",2.00%
Pop. 2021,Change 2020-21,5137,Stone,9,"9,775","11,496","12,394","12,359","12,481",1.00%
Pop. 2021,Change 2020-21,5139,Union,7,"46,719","45,633","41,639","39,054","38,340",-1.80%
Pop. 2021,Change 2020-21,5141,Van Buren,8,"14,008","16,182","17,295","15,796","15,694",-0.60%
Pop. 2021,Change 2020-21,5143,Washington,2,"113,409","157,805","203,065","245,871","250,057",1.70%
Pop. 2021,Change 2020-21,5145,White,4,"54,676","67,164","77,076","76,822","77,207",0.50%
Pop. 2021,Change 2020-21,5147,Woodruff,9,"9,520","8,738","7,260","6,269","6,116",-2.40%
Pop. 2021,Change 2020-21,5149,Yell,6,"17,759","21,127","22,185","20,263","20,155",-0.50%
