Textbox1,Textbox77,fips,name,ruc_code,estBase040190,Apr-00,ESTIMATESBASE2010,ESTIMATESBASE20201,current_year,percentChange
Pop. 2021,Change 2020-21,51169,Scott,2,"23,204","23,395","23,177","21,576","21,419",-0.70%
Pop. 2021,Change 2020-21,51171,Shenandoah,6,"31,636","35,068","41,993","44,186","44,752",1.30%
Pop. 2021,Change 2020-21,51173,Smyth,7,"32,370","33,069","32,208","29,800","29,477",-1.10%
Pop. 2021,Change 2020-21,51175,Southampton,6,"17,022","17,482","18,570","17,996","18,006",0.10%
Pop. 2021,Change 2020-21,51177,Spotsylvania,1,"57,397","90,289","122,397","140,032","143,676",2.60%
Pop. 2021,Change 2020-21,51179,Stafford,1,"62,255","92,456","128,961","156,927","160,877",2.50%
Pop. 2021,Change 2020-21,51181,Surry,8,"6,145","6,824","7,058","6,561","6,530",-0.50%
Pop. 2021,Change 2020-21,51183,Sussex,1,"10,248","12,507","12,087","10,829","10,763",-0.60%
Pop. 2021,Change 2020-21,51185,Tazewell,5,"45,960","44,599","45,078","40,429","39,925",-1.20%
Pop. 2021,Change 2020-21,51187,Warren,1,"26,142","31,553","37,575","40,727","40,925",0.50%
Pop. 2021,Change 2020-21,51191,Washington,2,"45,887","51,152","54,876","53,935","53,635",-0.60%
Pop. 2021,Change 2020-21,51193,Westmoreland,6,"15,480","16,684","17,454","18,477","18,731",1.40%
Pop. 2021,Change 2020-21,51195,Wise,7,"39,573","42,153","41,452","36,130","35,647",-1.30%
Pop. 2021,Change 2020-21,51197,Wythe,6,"25,471","27,601","29,235","28,290","28,178",-0.40%
Pop. 2021,Change 2020-21,51199,York,1,"42,434","56,748","65,464","70,045","70,915",1.20%
Pop. 2021,Change 2020-21,51510,Alexandria,1,"111,183","128,278","139,966","159,467","154,706",-3.00%
Pop. 2021,Change 2020-21,51515,Bedford,2,"6,176","6,421","6,222",,,
Pop. 2021,Change 2020-21,51520,Bristol,2,"18,426","17,346","17,835","17,219","17,054",-1.00%
Pop. 2021,Change 2020-21,51530,Buena Vista,6,"6,406","6,367","6,650","6,641","6,601",-0.60%
Pop. 2021,Change 2020-21,51540,Charlottesville,3,"40,470","41,280","43,475","46,553","45,672",-1.90%
Pop. 2021,Change 2020-21,51550,Chesapeake,1,"151,982","199,153","222,209","249,422","251,269",0.70%
Pop. 2021,Change 2020-21,51560,Clifton Forge,,"4,679",,,,,
Pop. 2021,Change 2020-21,51570,Colonial Heights,1,"16,064","16,909","17,411","18,170","18,273",0.60%
Pop. 2021,Change 2020-21,51580,Covington,6,"7,352","6,294","5,961","5,737","5,717",-0.30%
Pop. 2021,Change 2020-21,51590,Danville,4,"53,056","48,312","43,055","42,590","42,215",-0.90%
Pop. 2021,Change 2020-21,51595,Emporia,6,"5,556","5,651","5,927","5,766","5,667",-1.70%
Pop. 2021,Change 2020-21,51600,Fairfax,1,"19,945","21,576","22,565","24,146","24,276",0.50%
Pop. 2021,Change 2020-21,51610,Falls Church,1,"9,464","10,432","12,332","14,658","14,493",-1.10%
Pop. 2021,Change 2020-21,51620,Franklin,6,"8,392","8,351","8,582","8,180","8,217",0.50%
Pop. 2021,Change 2020-21,51630,Fredericksburg,1,"19,033","19,367","24,286","27,982","28,367",1.40%
Pop. 2021,Change 2020-21,51640,Galax,7,"6,745","6,911","7,042","6,720","6,660",-0.90%
Pop. 2021,Change 2020-21,51650,Hampton,1,"133,773","146,436","137,436","137,148","137,746",0.40%
Pop. 2021,Change 2020-21,51660,Harrisonburg,3,"30,707","40,390","48,914","51,814","51,430",-0.70%
Pop. 2021,Change 2020-21,51670,Hopewell,1,"23,101","22,278","22,591","23,033","23,140",0.50%
Pop. 2021,Change 2020-21,51678,Lexington,6,"6,959","6,873","7,042","7,320","7,456",1.90%
Pop. 2021,Change 2020-21,51680,Lynchburg,2,"66,120","65,306","75,568","79,009","79,009",0.00%
Pop. 2021,Change 2020-21,51683,Manassas,1,"27,757","34,692","37,821","42,772","42,708",-0.10%
Pop. 2021,Change 2020-21,51685,Manassas Park,1,"6,798","10,226","14,273","17,219","17,002",-1.30%
Pop. 2021,Change 2020-21,51690,Martinsville,4,"16,162","15,418","13,821","13,485","13,517",0.20%
Pop. 2021,Change 2020-21,51700,Newport News,1,"171,477","180,272","180,719","186,247","184,587",-0.90%
Pop. 2021,Change 2020-21,51710,Norfolk,1,"261,250","234,463","242,803","238,005","235,089",-1.20%
Pop. 2021,Change 2020-21,51720,Norton,7,"4,247","3,945","3,958","3,687","3,666",-0.60%
Pop. 2021,Change 2020-21,51730,Petersburg,1,"37,071","33,752","32,420","33,458","33,429",-0.10%
Pop. 2021,Change 2020-21,51735,Poquoson,1,"11,005","11,566","12,150","12,460","12,574",0.90%
Pop. 2021,Change 2020-21,51740,Portsmouth,1,"103,910","100,580","95,535","97,915","97,840",-0.10%
Pop. 2021,Change 2020-21,51750,Radford,3,"15,940","15,878","16,408","16,070","16,499",2.70%
Pop. 2021,Change 2020-21,51760,Richmond,1,"202,713","196,991","204,214","226,610","226,604",0.00%
Pop. 2021,Change 2020-21,51770,Roanoke,2,"96,487","95,006","97,032","100,011","98,865",-1.10%
Pop. 2021,Change 2020-21,51775,Salem,2,"23,835","24,723","24,802","25,346","25,373",0.10%
Pop. 2021,Change 2020-21,51790,Staunton,3,"24,581","23,951","23,746","25,750","25,661",-0.30%
Pop. 2021,Change 2020-21,51800,Suffolk,1,"52,143","63,699","84,585","94,324","96,194",2.00%
Pop. 2021,Change 2020-21,51810,Virginia Beach,1,"393,089","425,236","437,994","459,470","457,672",-0.40%
Pop. 2021,Change 2020-21,51820,Waynesboro,3,"18,549","19,617","21,006","22,196","22,550",1.60%
Pop. 2021,Change 2020-21,51830,Williamsburg,1,"11,600","11,998","14,068","15,425","15,590",1.10%
Pop. 2021,Change 2020-21,51840,Winchester,3,"21,947","23,599","26,203","28,120","28,136",0.10%
