Textbox1,Textbox77,fips,name,ruc_code,estBase040190,Apr-00,ESTIMATESBASE2010,ESTIMATESBASE20201,current_year,percentChange
Pop. 2021,Change 2020-21,47035,Cumberland,4,"34,736","46,781","56,053","61,145","62,451",2.10%
Pop. 2021,Change 2020-21,47037,Davidson,1,"510,786","569,927","626,681","715,884","703,953",-1.70%
Pop. 2021,Change 2020-21,47039,Decatur,9,"10,472","11,711","11,757","11,435","11,391",-0.40%
Pop. 2021,Change 2020-21,47041,DeKalb,6,"14,360","17,413","18,723","20,080","20,478",2.00%
Pop. 2021,Change 2020-21,47043,Dickson,1,"35,061","43,152","49,666","54,315","55,292",1.80%
Pop. 2021,Change 2020-21,47045,Dyer,5,"34,854","37,284","38,335","36,801","36,615",-0.50%
Pop. 2021,Change 2020-21,47047,Fayette,1,"25,559","28,799","38,413","41,990","42,832",2.00%
Pop. 2021,Change 2020-21,47049,Fentress,9,"14,669","16,615","17,959","18,489","18,850",2.00%
Pop. 2021,Change 2020-21,47051,Franklin,6,"34,923","39,258","41,052","42,774","43,215",1.00%
Pop. 2021,Change 2020-21,47053,Gibson,4,"46,315","48,092","49,683","50,429","50,541",0.20%
Pop. 2021,Change 2020-21,47055,Giles,6,"25,741","29,433","29,485","30,346","30,542",0.60%
Pop. 2021,Change 2020-21,47057,Grainger,2,"17,095","20,610","22,657","23,527","23,763",1.00%
Pop. 2021,Change 2020-21,47059,Greene,4,"55,832","62,911","68,831","70,152","70,621",0.70%
Pop. 2021,Change 2020-21,47061,Grundy,8,"13,362","14,322","13,703","13,529","13,622",0.70%
Pop. 2021,Change 2020-21,47063,Hamblen,3,"50,480","58,136","62,544","64,499","64,468",0.00%
Pop. 2021,Change 2020-21,47065,Hamilton,2,"285,536","308,115","336,463","366,207","369,135",0.80%
Pop. 2021,Change 2020-21,47067,Hancock,8,"6,739","6,776","6,819","6,662","6,787",1.90%
Pop. 2021,Change 2020-21,47069,Hardeman,6,"23,377","28,108","27,253","25,462","25,426",-0.10%
Pop. 2021,Change 2020-21,47071,Hardin,6,"22,633","25,589","26,026","26,831","26,892",0.20%
Pop. 2021,Change 2020-21,47073,Hawkins,2,"44,565","53,582","56,833","56,721","57,288",1.00%
Pop. 2021,Change 2020-21,47075,Haywood,6,"19,437","19,790","18,787","17,864","17,694",-1.00%
Pop. 2021,Change 2020-21,47077,Henderson,6,"21,844","25,526","27,769","27,842","27,953",0.40%
Pop. 2021,Change 2020-21,47079,Henry,7,"27,888","31,112","32,330","32,199","32,239",0.10%
Pop. 2021,Change 2020-21,47081,Hickman,1,"16,754","22,311","24,690","24,925","25,307",1.50%
Pop. 2021,Change 2020-21,47083,Houston,8,"7,018","8,079","8,426","8,283","8,317",0.40%
Pop. 2021,Change 2020-21,47085,Humphreys,6,"15,813","17,932","18,538","18,990","19,211",1.20%
Pop. 2021,Change 2020-21,47087,Jackson,8,"9,297","10,987","11,638","11,617","11,750",1.10%
Pop. 2021,Change 2020-21,47089,Jefferson,3,"33,016","44,308","51,407","54,683","55,624",1.70%
Pop. 2021,Change 2020-21,47091,Johnson,6,"13,766","17,513","18,244","17,948","18,170",1.20%
Pop. 2021,Change 2020-21,47093,Knox,2,"335,749","381,884","432,226","478,971","486,677",1.60%
Pop. 2021,Change 2020-21,47095,Lake,9,"7,129","7,951","7,832","7,005","7,128",1.80%
Pop. 2021,Change 2020-21,47097,Lauderdale,6,"23,491","27,134","27,815","25,143","25,108",-0.10%
Pop. 2021,Change 2020-21,47099,Lawrence,6,"35,303","39,910","41,869","44,159","44,828",1.50%
Pop. 2021,Change 2020-21,47101,Lewis,6,"9,247","11,389","12,161","12,582","12,857",2.20%
Pop. 2021,Change 2020-21,47103,Lincoln,6,"28,157","31,346","33,361","35,319","35,433",0.30%
Pop. 2021,Change 2020-21,47105,Loudon,2,"31,255","39,086","48,556","54,886","56,690",3.30%
Pop. 2021,Change 2020-21,47107,McMinn,4,"42,383","49,011","52,266","53,276","54,059",1.50%
Pop. 2021,Change 2020-21,47109,McNairy,6,"22,422","24,644","26,075","25,866","25,860",0.00%
Pop. 2021,Change 2020-21,47111,Macon,1,"15,906","20,407","22,248","25,216","25,699",1.90%
Pop. 2021,Change 2020-21,47113,Madison,3,"77,982","91,900","98,294","98,823","98,775",0.00%
Pop. 2021,Change 2020-21,47115,Marion,2,"24,683","27,765","28,237","28,837","28,877",0.10%
Pop. 2021,Change 2020-21,47117,Marshall,6,"21,539","26,761","30,617","34,318","34,984",1.90%
Pop. 2021,Change 2020-21,47119,Maury,1,"54,812","69,542","80,956","100,974","104,760",3.70%
Pop. 2021,Change 2020-21,47121,Meigs,8,"8,033","11,052","11,753","12,758","13,049",2.30%
Pop. 2021,Change 2020-21,47123,Monroe,6,"30,541","38,969","44,519","46,250","46,698",1.00%
Pop. 2021,Change 2020-21,47125,Montgomery,2,"100,498","134,725","172,331","220,069","227,900",3.60%
Pop. 2021,Change 2020-21,47127,Moore,9,"4,696","5,698","6,362","6,461","6,644",2.80%
Pop. 2021,Change 2020-21,47129,Morgan,2,"17,300","19,754","21,987","21,035","21,254",1.00%
Pop. 2021,Change 2020-21,47131,Obion,7,"31,717","32,470","31,807","30,787","30,466",-1.00%
Pop. 2021,Change 2020-21,47133,Overton,7,"17,636","20,124","22,083","22,511","22,839",1.50%
Pop. 2021,Change 2020-21,47135,Perry,8,"6,612","7,608","7,915","8,366","8,472",1.30%
Pop. 2021,Change 2020-21,47137,Pickett,9,"4,548","4,941","5,077","5,001","5,079",1.60%
Pop. 2021,Change 2020-21,47139,Polk,3,"13,643","16,039","16,825","17,544","17,776",1.30%
Pop. 2021,Change 2020-21,47141,Putnam,4,"51,373","62,315","72,321","79,854","81,188",1.70%
Pop. 2021,Change 2020-21,47143,Rhea,6,"24,344","28,398","31,809","32,870","33,136",0.80%
Pop. 2021,Change 2020-21,47145,Roane,2,"47,227","51,921","54,181","53,404","53,992",1.10%
Pop. 2021,Change 2020-21,47147,Robertson,1,"41,492","54,430","66,283","72,803","74,098",1.80%
Pop. 2021,Change 2020-21,47149,Rutherford,1,"118,570","182,029","262,604","341,486","352,182",3.10%
Pop. 2021,Change 2020-21,47151,Scott,6,"18,358","21,129","22,228","21,850","21,917",0.30%
Pop. 2021,Change 2020-21,47153,Sequatchie,2,"8,863","11,262","14,112","15,826","16,396",3.60%
Pop. 2021,Change 2020-21,47155,Sevier,4,"51,050","71,200","89,889","98,380","99,517",1.20%
Pop. 2021,Change 2020-21,47157,Shelby,1,"826,330","897,466","927,644","929,744","924,454",-0.60%
Pop. 2021,Change 2020-21,47159,Smith,1,"14,143","17,708","19,166","19,904","20,172",1.30%
Pop. 2021,Change 2020-21,47161,Stewart,8,"9,479","12,369","13,324","13,657","13,855",1.40%
Pop. 2021,Change 2020-21,47163,Sullivan,2,"143,596","153,089","156,823","158,163","159,265",0.70%
Pop. 2021,Change 2020-21,47165,Sumner,1,"103,281","130,528","160,645","196,281","200,557",2.20%
Pop. 2021,Change 2020-21,47167,Tipton,1,"37,568","51,309","61,081","60,970","61,004",0.10%
Pop. 2021,Change 2020-21,47169,Trousdale,1,"5,920","7,256","7,870","11,615","12,035",3.60%
Pop. 2021,Change 2020-21,47171,Unicoi,3,"16,549","17,666","18,313","17,928","17,698",-1.30%
Pop. 2021,Change 2020-21,47173,Union,2,"13,694","17,843","19,109","19,802","20,040",1.20%
Pop. 2021,Change 2020-21,47175,Van Buren,9,"4,846","5,505","5,548","6,168","6,324",2.50%
Pop. 2021,Change 2020-21,47177,Warren,6,"32,992","38,275","39,839","40,953","41,523",1.40%
Pop. 2021,Change 2020-21,47179,Washington,3,"92,336","107,188","122,979","133,001","134,236",0.90%
Pop. 2021,Change 2020-21,47181,Wayne,8,"13,935","16,817","17,021","16,232","16,409",1.10%
Pop. 2021,Change 2020-21,47183,Weakley,7,"31,972","34,917","35,021","32,902","33,036",0.40%
Pop. 2021,Change 2020-21,47185,White,7,"20,090","23,139","25,841","27,351","27,650",1.10%
Pop. 2021,Change 2020-21,47187,Williamson,1,"81,021","126,649","183,182","247,726","255,735",3.20%
Pop. 2021,Change 2020-21,47189,Wilson,1,"67,675","88,794","113,993","147,737","151,917",2.80%
