Textbox1,Textbox77,fips,name,ruc_code,estBase040190,Apr-00,ESTIMATESBASE2010,ESTIMATESBASE20201,current_year,percentChange
Pop. 2021,Change 2020-21,37107,Lenoir,4,"57,274","59,636","59,495","55,122","54,706",-0.80%
Pop. 2021,Change 2020-21,37109,Lincoln,1,"50,319","63,810","78,265","86,810","89,670",3.30%
Pop. 2021,Change 2020-21,37111,McDowell,6,"35,681","42,134","44,996","44,578","44,717",0.30%
Pop. 2021,Change 2020-21,37113,Macon,7,"23,504","29,802","33,922","37,014","37,564",1.50%
Pop. 2021,Change 2020-21,37115,Madison,2,"16,953","19,612","20,764","21,193","21,502",1.50%
Pop. 2021,Change 2020-21,37117,Martin,6,"25,078","25,549","24,505","22,031","21,754",-1.30%
Pop. 2021,Change 2020-21,37119,Mecklenburg,1,"511,211","695,348","919,628","1,115,482","1,122,276",0.60%
Pop. 2021,Change 2020-21,37121,Mitchell,7,"14,433","15,687","15,579","14,903","14,963",0.40%
Pop. 2021,Change 2020-21,37123,Montgomery,6,"23,359","26,797","27,798","25,751","25,798",0.20%
Pop. 2021,Change 2020-21,37125,Moore,4,"59,000","74,772","88,247","99,727","102,763",3.00%
Pop. 2021,Change 2020-21,37127,Nash,3,"76,677","87,378","95,840","94,970","95,176",0.20%
Pop. 2021,Change 2020-21,37129,New Hanover,2,"120,284","160,315","202,667","225,702","229,018",1.50%
Pop. 2021,Change 2020-21,37131,Northampton,9,"21,004","22,051","22,099","17,471","17,129",-2.00%
Pop. 2021,Change 2020-21,37133,Onslow,3,"149,838","150,418","177,772","204,576","206,160",0.80%
Pop. 2021,Change 2020-21,37135,Orange,2,"93,662","115,589","133,801","148,696","148,884",0.10%
Pop. 2021,Change 2020-21,37137,Pamlico,3,"11,368","12,896","13,144","12,276","12,344",0.60%
Pop. 2021,Change 2020-21,37139,Pasquotank,4,"31,298","34,890","40,661","40,568","40,821",0.60%
Pop. 2021,Change 2020-21,37141,Pender,2,"28,855","41,071","52,217","60,203","62,815",4.30%
Pop. 2021,Change 2020-21,37143,Perquimans,8,"10,447","11,369","13,453","13,005","13,130",1.00%
Pop. 2021,Change 2020-21,37145,Person,2,"30,180","35,603","39,464","39,097","39,127",0.10%
Pop. 2021,Change 2020-21,37147,Pitt,3,"108,480","133,759","168,148","170,243","172,169",1.10%
Pop. 2021,Change 2020-21,37149,Polk,8,"14,458","18,299","20,510","19,328","19,656",1.70%
Pop. 2021,Change 2020-21,37151,Randolph,2,"106,546","130,503","141,752","144,171","145,172",0.70%
Pop. 2021,Change 2020-21,37153,Richmond,5,"44,511","46,597","46,639","42,946","42,724",-0.50%
Pop. 2021,Change 2020-21,37155,Robeson,4,"105,170","123,170","134,168","116,530","116,328",-0.20%
Pop. 2021,Change 2020-21,37157,Rockingham,2,"86,064","92,018","93,643","91,096","91,266",0.20%
Pop. 2021,Change 2020-21,37159,Rowan,1,"110,605","130,364","138,428","146,875","148,150",0.90%
Pop. 2021,Change 2020-21,37161,Rutherford,4,"56,956","62,923","67,810","64,444","64,586",0.20%
Pop. 2021,Change 2020-21,37163,Sampson,6,"47,297","60,157","63,431","59,036","58,990",-0.10%
Pop. 2021,Change 2020-21,37165,Scotland,6,"33,763","35,952","36,157","34,174","34,227",0.20%
Pop. 2021,Change 2020-21,37167,Stanly,6,"51,765","58,092","60,585","62,504","63,425",1.50%
Pop. 2021,Change 2020-21,37169,Stokes,2,"37,224","44,640","47,401","44,520","44,553",0.10%
Pop. 2021,Change 2020-21,37171,Surry,4,"61,704","71,208","73,673","71,359","71,152",-0.30%
Pop. 2021,Change 2020-21,37173,Swain,8,"11,268","12,980","13,981","14,117","14,136",0.10%
Pop. 2021,Change 2020-21,37175,Transylvania,6,"25,520","29,316","33,090","32,986","33,165",0.50%
Pop. 2021,Change 2020-21,37177,Tyrrell,9,"3,856","4,143","4,407","3,245","3,254",0.30%
Pop. 2021,Change 2020-21,37179,Union,1,"84,210","123,834","201,292","238,267","243,648",2.30%
Pop. 2021,Change 2020-21,37181,Vance,4,"38,892","42,946","45,422","42,578","42,185",-0.90%
Pop. 2021,Change 2020-21,37183,Wake,1,"426,311","627,906","900,993","1,129,410","1,150,204",1.80%
Pop. 2021,Change 2020-21,37185,Warren,8,"17,265","19,861","20,972","18,642","18,762",0.60%
Pop. 2021,Change 2020-21,37187,Washington,7,"13,997","13,730","13,228","11,003","10,892",-1.00%
Pop. 2021,Change 2020-21,37189,Watauga,5,"36,952","42,684","51,079","54,086","54,234",0.30%
Pop. 2021,Change 2020-21,37191,Wayne,3,"104,666","113,449","122,623","117,333","116,835",-0.40%
Pop. 2021,Change 2020-21,37193,Wilkes,6,"59,393","65,630","69,340","65,969","65,806",-0.20%
Pop. 2021,Change 2020-21,37195,Wilson,4,"66,061","73,810","81,234","78,784","78,369",-0.50%
Pop. 2021,Change 2020-21,37197,Yadkin,2,"30,488","36,352","38,406","37,214","37,192",-0.10%
Pop. 2021,Change 2020-21,37199,Yancey,8,"15,419","17,758","17,818","18,470","18,757",1.60%
