FIPS ,Name,2013,2014,2015,2016,2017,2018,2019,2020,2021,Median Household Income (2020),% of State Median HH Income
22053,"Jefferson Davis Parish, LA",6,5.8,6.2,6,4.9,4.7,4.5,8.1,4.7,"$47,924 ",92.60%
22055,"Lafayette Parish, LA",4.7,4.8,5.6,6.1,4.9,4.4,4.2,7.5,4.5,"$59,362 ",114.80%
22057,"Lafourche Parish, LA",4.7,4.7,5.4,6.3,5.2,4.6,4.3,6.9,4.6,"$56,743 ",109.70%
22059,"LaSalle Parish, LA",4.8,5.1,6.9,6.6,4.7,4.3,4.1,5.2,3.3,"$48,306 ",93.40%
22061,"Lincoln Parish, LA",7.5,7.4,6.9,6.2,5.2,5.1,5.2,6.7,4.3,"$44,728 ",86.50%
22063,"Livingston Parish, LA",5.6,5.4,5.1,5.1,4.2,4,3.9,6.8,3.8,"$61,680 ",119.20%
22065,"Madison Parish, LA",10.6,10.9,9.2,9,8.1,8.2,7.7,9.1,6.7,"$33,841 ",65.40%
22067,"Morehouse Parish, LA",11.9,11,10.9,9.7,8,8.1,8,10.4,7.3,"$36,290 ",70.20%
22069,"Natchitoches Parish, LA",8,7.6,7.5,6.7,6,5.8,5.8,7.3,4.7,"$44,720 ",86.40%
22071,"Orleans Parish, LA",7,6.8,6.5,5.9,5.1,5,4.7,12.5,8.3,"$51,704 ",99.90%
22073,"Ouachita Parish, LA",6.9,6.8,6.6,6.1,5.3,5.1,5.1,7.9,5,"$45,251 ",87.50%
22075,"Plaquemines Parish, LA",5.5,5.6,5.6,5.4,4.7,4.6,4.2,7.5,4.3,"$55,861 ",108.00%
22077,"Pointe Coupee Parish, LA",7.3,6.9,6.6,6.5,5.6,5.3,5.2,8.4,5.7,"$49,583 ",95.80%
22079,"Rapides Parish, LA",6.6,6.6,6.4,6.2,5.6,5.2,4.9,6.7,4,"$45,130 ",87.20%
22081,"Red River Parish, LA",7.3,7.1,6.9,6,5.2,4.4,4.9,6.7,4.3,"$42,135 ",81.50%
22083,"Richland Parish, LA",9.3,8.5,8.7,7.4,6.1,6.2,6,8.2,5.2,"$43,794 ",84.70%
22085,"Sabine Parish, LA",6.5,6.4,7.1,6.9,5.5,5.1,4.9,6,3.7,"$38,833 ",75.10%
22087,"St. Bernard Parish, LA",7.1,6.8,6.6,6.1,5.2,4.9,4.7,10.5,6.8,"$50,790 ",98.20%
22089,"St. Charles Parish, LA",6,6,5.7,5.3,4.5,4.3,4.1,8.2,5,"$69,889 ",135.10%
22091,"St. Helena Parish, LA",10.9,9.8,9,7.7,6.6,6.5,5.9,12.2,9.2,"$40,709 ",78.70%
22093,"St. James Parish, LA",8.9,8.4,8.4,7.5,6.6,6.2,5.8,10.4,7.4,"$58,309 ",112.70%
22095,"St. John the Baptist Parish, LA",8.3,7.8,7.4,6.8,6.1,5.6,5.4,11.7,8.5,"$56,697 ",109.60%
22097,"St. Landry Parish, LA",7.5,7.5,8,8.1,6.7,6.2,6,9.2,6.3,"$39,153 ",75.70%
22099,"St. Martin Parish, LA",5.6,5.6,6.8,7.8,6.1,5.2,4.9,8.7,5.6,"$48,524 ",93.80%
22101,"St. Mary Parish, LA",6.3,6.2,7.6,9.4,7.9,6.5,5.7,9.7,6.7,"$47,236 ",91.30%
22103,"St. Tammany Parish, LA",5.5,5.5,5.3,5,4.3,4.1,4,7.1,3.8,"$67,462 ",130.40%
22105,"Tangipahoa Parish, LA",7.7,7.5,7.2,6.8,5.7,5.4,5.3,10.1,6.4,"$47,272 ",91.40%
22107,"Tensas Parish, LA",9,9.3,9.7,9.8,8.4,7.6,8.1,9,5.9,"$33,294 ",64.40%
22109,"Terrebonne Parish, LA",4.8,4.8,5.9,7,5.7,4.9,4.5,8.2,5.8,"$55,402 ",107.10%
22111,"Union Parish, LA",7.5,7.4,7.1,6.6,5.6,5.6,5.6,7.7,4.8,"$42,342 ",81.90%
22113,"Vermilion Parish, LA",5.4,5.5,6.9,7.6,6,5.2,4.9,7.9,5,"$52,709 ",101.90%
22115,"Vernon Parish, LA",8.5,8.4,7.7,7.3,6.5,6.4,5.8,7.7,4.6,"$55,124 ",106.60%
22117,"Washington Parish, LA",8,7.7,7.6,7,5.8,5.7,5.7,8.7,5.9,"$38,604 ",74.60%
22119,"Webster Parish, LA",9.2,8.6,8.8,8.5,6.9,6,5.9,8.4,5.5,"$41,747 ",80.70%
22121,"West Baton Rouge Parish, LA",5.9,5.7,5.6,5.3,4.6,4.4,4.4,7.6,4.9,"$62,919 ",121.60%
22123,"West Carroll Parish, LA",12.2,12.8,13.4,12,9.8,8.9,10.3,10.8,6.3,"$38,513 ",74.50%
22125,"West Feliciana Parish, LA",5.7,5.6,5.2,5.2,4.2,3.9,4,5.8,3.7,"$58,499 ",113.10%
22127,"Winn Parish, LA",7.9,7.4,8.4,7.8,6.4,6.1,6.1,7.6,4.8,"$42,991 ",83.10%
