Textbox12,fips,county,ruc_code,rate_1970,rate_1980,rate_1990,rate_2000,rate_2010
2016-2020,47051,"Franklin, TN        ",6,58.3%,48.8%,36.5%,26.2%,11.9%
2016-2020,47053,"Gibson, TN        ",4,63.6%,53.4%,42.5%,29.1%,13.9%
2016-2020,47055,"Giles, TN        ",6,65.2%,51.6%,39.9%,27.5%,12.9%
2016-2020,47057,"Grainger, TN        ",2,77.8%,65.6%,53.7%,39.9%,19.9%
2016-2020,47059,"Greene, TN        ",4,65.6%,52.5%,41.9%,30.4%,15.5%
2016-2020,47061,"Grundy, TN        ",8,81.4%,67.1%,55.3%,44.8%,21.8%
2016-2020,47063,"Hamblen, TN        ",3,60.1%,49.0%,38.4%,30.7%,17.0%
2016-2020,47065,"Hamilton, TN        ",2,49.6%,36.3%,27.5%,19.3%,9.7%
2016-2020,47067,"Hancock, TN        ",8,84.0%,71.4%,57.6%,44.1%,18.9%
2016-2020,47069,"Hardeman, TN        ",6,74.0%,61.2%,47.0%,33.3%,19.2%
2016-2020,47071,"Hardin, TN        ",6,71.2%,56.4%,45.2%,33.1%,17.2%
2016-2020,47073,"Hawkins, TN        ",2,69.3%,52.9%,42.0%,29.6%,13.2%
2016-2020,47075,"Haywood, TN        ",6,74.7%,57.0%,47.0%,34.4%,15.5%
2016-2020,47077,"Henderson, TN        ",6,76.4%,58.1%,44.8%,30.7%,15.0%
2016-2020,47079,"Henry, TN        ",7,63.9%,52.7%,40.0%,29.5%,12.9%
2016-2020,47081,"Hickman, TN        ",1,76.8%,58.9%,44.4%,35.7%,18.5%
2016-2020,47083,"Houston, TN        ",8,73.9%,53.8%,47.2%,29.9%,20.0%
2016-2020,47085,"Humphreys, TN        ",6,62.1%,48.0%,36.5%,28.0%,15.8%
2016-2020,47087,"Jackson, TN        ",8,85.7%,67.5%,54.8%,38.4%,19.5%
2016-2020,47089,"Jefferson, TN        ",3,63.7%,51.7%,39.5%,29.0%,13.8%
2016-2020,47091,"Johnson, TN        ",6,74.9%,63.5%,52.8%,41.6%,19.4%
2016-2020,47093,"Knox, TN        ",2,49.0%,35.6%,25.4%,17.5%,8.1%
2016-2020,47095,"Lake, TN        ",9,78.1%,66.8%,50.4%,44.0%,26.5%
2016-2020,47097,"Lauderdale, TN        ",6,76.5%,59.6%,47.9%,37.7%,22.0%
2016-2020,47099,"Lawrence, TN        ",6,72.6%,57.1%,46.3%,34.5%,15.7%
2016-2020,47101,"Lewis, TN        ",6,71.5%,50.5%,48.5%,30.5%,16.8%
2016-2020,47103,"Lincoln, TN        ",6,64.2%,53.1%,42.5%,30.4%,15.1%
2016-2020,47105,"Loudon, TN        ",2,66.3%,51.3%,36.2%,24.4%,13.0%
2016-2020,47107,"McMinn, TN        ",4,64.1%,52.7%,42.9%,30.7%,15.0%
2016-2020,47109,"McNairy, TN        ",6,71.7%,56.7%,42.6%,31.5%,15.6%
2016-2020,47111,"Macon, TN        ",1,81.7%,65.3%,50.8%,39.8%,18.4%
2016-2020,47113,"Madison, TN        ",3,56.1%,42.4%,31.7%,21.2%,11.5%
2016-2020,47115,"Marion, TN        ",2,72.3%,57.9%,48.1%,35.4%,19.0%
2016-2020,47117,"Marshall, TN        ",6,63.5%,50.6%,40.0%,26.4%,12.7%
2016-2020,47119,"Maury, TN        ",1,61.4%,47.7%,34.8%,22.1%,9.6%
2016-2020,47121,"Meigs, TN        ",8,75.5%,56.6%,47.3%,36.5%,16.0%
2016-2020,47123,"Monroe, TN        ",6,75.1%,60.8%,50.1%,33.3%,15.4%
2016-2020,47125,"Montgomery, TN        ",2,52.3%,34.2%,22.1%,15.7%,6.7%
2016-2020,47127,"Moore, TN        ",9,68.8%,48.0%,33.3%,23.4%,13.6%
2016-2020,47129,"Morgan, TN        ",2,71.5%,59.5%,43.3%,36.2%,18.5%
2016-2020,47131,"Obion, TN        ",7,64.2%,49.0%,38.7%,29.0%,16.4%
2016-2020,47133,"Overton, TN        ",7,80.8%,64.9%,55.9%,41.0%,19.6%
2016-2020,47135,"Perry, TN        ",8,75.3%,56.7%,47.3%,36.2%,24.6%
2016-2020,47137,"Pickett, TN        ",9,79.9%,63.7%,54.2%,37.1%,20.7%
2016-2020,47139,"Polk, TN        ",3,70.1%,59.3%,48.7%,37.8%,18.4%
2016-2020,47141,"Putnam, TN        ",4,67.7%,50.0%,36.8%,27.4%,11.8%
2016-2020,47143,"Rhea, TN        ",6,67.6%,52.8%,44.0%,34.7%,17.5%
2016-2020,47145,"Roane, TN        ",2,61.7%,45.9%,33.3%,25.2%,10.2%
2016-2020,47147,"Robertson, TN        ",1,63.7%,47.6%,34.5%,25.2%,12.7%
2016-2020,47149,"Rutherford, TN        ",1,52.7%,37.2%,26.1%,18.2%,7.6%
2016-2020,47151,"Scott, TN        ",6,78.8%,62.3%,48.8%,39.3%,21.5%
2016-2020,47153,"Sequatchie, TN        ",2,71.5%,60.8%,48.6%,33.3%,16.8%
2016-2020,47155,"Sevier, TN        ",4,66.8%,49.1%,37.0%,25.4%,13.5%
2016-2020,47157,"Shelby, TN        ",1,49.7%,34.1%,24.9%,19.2%,10.9%
2016-2020,47159,"Smith, TN        ",1,72.7%,57.0%,45.8%,32.5%,14.1%
2016-2020,47161,"Stewart, TN        ",8,75.7%,59.2%,41.1%,25.7%,12.7%
2016-2020,47163,"Sullivan, TN        ",2,53.9%,43.0%,33.2%,24.2%,12.5%
2016-2020,47165,"Sumner, TN        ",1,58.4%,39.5%,29.4%,20.3%,9.7%
2016-2020,47167,"Tipton, TN        ",1,71.2%,52.9%,38.2%,25.4%,11.9%
2016-2020,47169,"Trousdale, TN        ",1,75.5%,57.7%,52.3%,38.6%,15.0%
2016-2020,47171,"Unicoi, TN        ",3,67.1%,54.8%,40.4%,32.3%,14.4%
2016-2020,47173,"Union, TN        ",2,80.6%,63.8%,54.4%,43.7%,21.7%
2016-2020,47175,"Van Buren, TN        ",9,79.0%,60.9%,52.0%,38.0%,21.1%
2016-2020,47177,"Warren, TN        ",6,65.9%,51.5%,43.0%,32.8%,18.1%
2016-2020,47179,"Washington, TN        ",3,57.3%,42.9%,31.6%,22.8%,10.4%
2016-2020,47181,"Wayne, TN        ",8,77.7%,61.5%,49.0%,38.7%,19.0%
2016-2020,47183,"Weakley, TN        ",7,67.0%,54.5%,43.1%,29.7%,12.7%
2016-2020,47185,"White, TN        ",7,74.1%,58.2%,46.8%,35.2%,18.9%
2016-2020,47187,"Williamson, TN        ",1,55.0%,31.1%,18.2%,9.9%,4.8%
2016-2020,47189,"Wilson, TN        ",1,60.5%,38.8%,28.6%,19.1%,8.0%
