Textbox12,fips,county,ruc_code,rate_1970,rate_1980,rate_1990,rate_2000,rate_2010
2016-2020,37095,"Hyde, NC        ",9,77.3%,57.5%,40.0%,31.6%,21.6%
2016-2020,37097,"Iredell, NC        ",1,66.2%,49.9%,33.5%,21.6%,9.7%
2016-2020,37099,"Jackson, NC        ",6,66.5%,47.3%,31.3%,21.2%,12.0%
2016-2020,37101,"Johnston, NC        ",1,69.4%,53.4%,35.4%,24.1%,11.8%
2016-2020,37103,"Jones, NC        ",3,68.8%,58.2%,37.6%,27.8%,17.7%
2016-2020,37105,"Lee, NC        ",4,61.9%,43.1%,27.6%,23.7%,14.9%
2016-2020,37107,"Lenoir, NC        ",4,64.4%,47.8%,37.1%,28.1%,18.9%
2016-2020,37109,"Lincoln, NC        ",1,71.4%,53.1%,38.0%,28.3%,11.2%
2016-2020,37111,"McDowell, NC        ",6,70.7%,53.8%,41.5%,29.8%,15.4%
2016-2020,37113,"Macon, NC        ",7,68.5%,47.6%,33.3%,22.7%,11.0%
2016-2020,37115,"Madison, NC        ",2,72.3%,58.4%,43.6%,30.7%,11.2%
2016-2020,37117,"Martin, NC        ",6,72.4%,55.2%,41.7%,29.3%,16.8%
2016-2020,37119,"Mecklenburg, NC        ",1,46.4%,30.7%,18.4%,13.8%,9.5%
2016-2020,37121,"Mitchell, NC        ",7,68.7%,56.9%,44.7%,31.4%,13.7%
2016-2020,37123,"Montgomery, NC        ",6,70.4%,57.7%,44.7%,35.8%,18.3%
2016-2020,37125,"Moore, NC        ",4,61.1%,41.7%,25.7%,17.4%,7.6%
2016-2020,37127,"Nash, NC        ",3,67.2%,49.7%,34.9%,24.4%,13.6%
2016-2020,37129,"New Hanover, NC        ",2,50.0%,35.1%,21.9%,13.7%,6.8%
2016-2020,37131,"Northampton, NC        ",9,76.5%,64.0%,47.2%,37.5%,19.0%
2016-2020,37133,"Onslow, NC        ",3,47.3%,33.6%,17.0%,15.7%,7.7%
2016-2020,37135,"Orange, NC        ",2,42.4%,26.4%,16.4%,12.4%,7.0%
2016-2020,37137,"Pamlico, NC        ",3,72.6%,52.0%,34.1%,24.8%,11.3%
2016-2020,37139,"Pasquotank, NC        ",4,62.6%,48.9%,32.6%,23.2%,11.6%
2016-2020,37141,"Pender, NC        ",2,70.8%,52.6%,35.4%,23.2%,11.2%
2016-2020,37143,"Perquimans, NC        ",8,63.9%,58.5%,38.8%,28.1%,13.4%
2016-2020,37145,"Person, NC        ",2,70.0%,54.6%,36.8%,25.1%,11.8%
2016-2020,37147,"Pitt, NC        ",3,61.7%,43.2%,29.0%,20.1%,11.0%
2016-2020,37149,"Polk, NC        ",8,62.5%,41.5%,30.4%,19.4%,8.4%
2016-2020,37151,"Randolph, NC        ",2,70.7%,53.4%,38.0%,30.0%,17.0%
2016-2020,37153,"Richmond, NC        ",5,70.4%,53.6%,39.6%,30.8%,17.1%
2016-2020,37155,"Robeson, NC        ",4,71.8%,55.6%,43.0%,35.1%,22.4%
2016-2020,37157,"Rockingham, NC        ",2,69.2%,55.4%,40.8%,31.1%,16.8%
2016-2020,37159,"Rowan, NC        ",1,67.4%,50.6%,34.0%,25.8%,14.1%
2016-2020,37161,"Rutherford, NC        ",4,69.5%,55.1%,40.6%,29.6%,15.1%
2016-2020,37163,"Sampson, NC        ",6,67.5%,54.3%,38.7%,30.9%,19.0%
2016-2020,37165,"Scotland, NC        ",6,67.4%,52.2%,39.3%,28.6%,19.1%
2016-2020,37167,"Stanly, NC        ",6,65.9%,53.6%,37.9%,26.6%,13.5%
2016-2020,37169,"Stokes, NC        ",2,72.3%,55.1%,37.2%,26.8%,14.9%
2016-2020,37171,"Surry, NC        ",4,69.4%,59.0%,42.7%,33.0%,20.1%
2016-2020,37173,"Swain, NC        ",8,70.6%,55.5%,41.0%,29.5%,16.7%
2016-2020,37175,"Transylvania, NC        ",6,54.1%,40.7%,27.9%,17.5%,9.0%
2016-2020,37177,"Tyrrell, NC        ",9,81.4%,64.2%,42.0%,33.7%,23.4%
2016-2020,37179,"Union, NC        ",1,67.0%,47.2%,31.0%,19.8%,10.4%
2016-2020,37181,"Vance, NC        ",4,68.4%,56.7%,42.9%,31.9%,16.9%
2016-2020,37183,"Wake, NC        ",1,46.4%,27.5%,14.6%,10.7%,6.6%
2016-2020,37185,"Warren, NC        ",8,71.0%,62.6%,46.3%,32.5%,16.2%
2016-2020,37187,"Washington, NC        ",7,63.5%,52.5%,39.4%,30.1%,16.0%
2016-2020,37189,"Watauga, NC        ",5,61.4%,39.9%,28.0%,18.4%,9.4%
2016-2020,37191,"Wayne, NC        ",3,59.6%,43.2%,28.8%,22.8%,14.5%
2016-2020,37193,"Wilkes, NC        ",6,71.3%,56.6%,45.9%,34.0%,18.5%
2016-2020,37195,"Wilson, NC        ",4,66.3%,52.0%,37.8%,30.6%,18.6%
2016-2020,37197,"Yadkin, NC        ",2,70.5%,57.6%,41.1%,28.0%,15.3%
2016-2020,37199,"Yancey, NC        ",8,74.7%,57.0%,39.3%,28.9%,13.4%
