Textbox93,Textbox96,fips,county,ruc_code,total_est,total_Bmin,total_Bmax,under18,under18_Bmin,under18_Bmax
All people in poverty (2020),Children ages 0-17 in poverty (2020),28051,Holmes,6,"5,458","4,435","6,481","1,840","1,336","2,344"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28053,Humphreys,6,"2,567","1,985","3,149","1,006",699,"1,313"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28055,Issaquena,8,407,299,515,50,33,67
All people in poverty (2020),Children ages 0-17 in poverty (2020),28057,Itawamba,7,"3,093","2,395","3,791",875,594,"1,156"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28059,Jackson,2,"19,105","15,243","22,967","5,535","3,585","7,485"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28061,Jasper,9,"3,128","2,424","3,832","1,038",733,"1,343"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28063,Jefferson,8,"2,035","1,595","2,475",761,581,941
All people in poverty (2020),Children ages 0-17 in poverty (2020),28065,Jefferson Davis,8,"2,713","2,155","3,271",952,754,"1,150"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28067,Jones,4,"12,434","10,082","14,786","4,302","3,115","5,489"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28069,Kemper,9,"2,189","1,664","2,714",621,416,826
All people in poverty (2020),Children ages 0-17 in poverty (2020),28071,Lafayette,4,"8,771","7,255","10,287","1,637","1,180","2,094"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28073,Lamar,3,"8,012","6,464","9,560","2,533","1,822","3,244"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28075,Lauderdale,5,"15,725","13,006","18,444","5,123","3,793","6,453"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28077,Lawrence,8,"2,369","1,841","2,897",747,510,984
All people in poverty (2020),Children ages 0-17 in poverty (2020),28079,Leake,6,"4,407","3,446","5,368","1,575","1,079","2,071"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28081,Lee,5,"11,194","8,809","13,579","3,760","2,550","4,970"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28083,Leflore,5,"6,738","5,041","8,435","2,701","1,767","3,635"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28085,Lincoln,6,"6,229","4,945","7,513","1,849","1,334","2,364"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28087,Lowndes,5,"9,367","7,447","11,287","3,503","2,704","4,302"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28089,Madison,2,"13,273","11,230","15,316","4,257","3,311","5,203"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28091,Marion,6,"4,532","3,401","5,663","1,657","1,141","2,173"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28093,Marshall,1,"7,581","6,120","9,042","2,445","1,813","3,077"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28095,Monroe,7,"6,052","4,817","7,287","1,671","1,162","2,180"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28097,Montgomery,7,"2,017","1,538","2,496",658,439,877
All people in poverty (2020),Children ages 0-17 in poverty (2020),28099,Neshoba,7,"5,395","4,189","6,601","2,209","1,578","2,840"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28101,Newton,7,"3,302","2,513","4,091","1,181",798,"1,564"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28103,Noxubee,7,"2,628","1,971","3,285",915,615,"1,215"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28105,Oktibbeha,5,"10,550","8,938","12,162","2,177","1,525","2,829"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28107,Panola,6,"7,037","5,446","8,628","2,488","1,665","3,311"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28109,Pearl River,6,"8,624","6,555","10,693","2,692","1,717","3,667"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28111,Perry,3,"2,128","1,617","2,639",702,476,928
All people in poverty (2020),Children ages 0-17 in poverty (2020),28113,Pike,6,"10,068","8,340","11,796","3,665","2,698","4,632"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28115,Pontotoc,7,"4,113","3,092","5,134","1,600","1,075","2,125"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28117,Prentiss,7,"3,995","3,123","4,867","1,244",838,"1,650"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28119,Quitman,6,"1,969","1,495","2,443",664,445,883
All people in poverty (2020),Children ages 0-17 in poverty (2020),28121,Rankin,2,"14,967","11,789","18,145","4,311","3,018","5,604"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28123,Scott,6,"5,077","3,964","6,190","1,940","1,328","2,552"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28125,Sharkey,8,"1,237",915,"1,559",441,289,593
All people in poverty (2020),Children ages 0-17 in poverty (2020),28127,Simpson,2,"5,532","4,412","6,652","1,839","1,324","2,354"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28129,Smith,8,"2,515","1,925","3,105",746,484,"1,008"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28131,Stone,6,"2,963","2,264","3,662",916,621,"1,211"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28133,Sunflower,7,"7,178","6,035","8,321","2,152","1,633","2,671"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28135,Tallahatchie,7,"3,583","2,687","4,479","1,006",680,"1,332"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28137,Tate,1,"3,842","2,885","4,799","1,201",772,"1,630"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28139,Tippah,6,"3,515","2,769","4,261","1,059",717,"1,401"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28141,Tishomingo,8,"2,758","2,097","3,419",813,550,"1,076"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28143,Tunica,1,"2,471","1,882","3,060","1,082",729,"1,435"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28145,Union,6,"3,845","2,992","4,698","1,263",841,"1,685"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28147,Walthall,9,"3,324","2,568","4,080","1,150",803,"1,497"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28149,Warren,4,"8,497","7,036","9,958","3,456","2,781","4,131"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28151,Washington,5,"11,652","9,352","13,952","4,225","3,011","5,439"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28153,Wayne,7,"4,454","3,425","5,483","1,447",943,"1,951"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28155,Webster,9,"1,501","1,131","1,871",497,333,661
All people in poverty (2020),Children ages 0-17 in poverty (2020),28157,Wilkinson,8,"2,065","1,526","2,604",633,422,844
All people in poverty (2020),Children ages 0-17 in poverty (2020),28159,Winston,7,"3,784","2,961","4,607","1,319",954,"1,684"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28161,Yalobusha,7,"2,495","1,969","3,021",776,536,"1,016"
All people in poverty (2020),Children ages 0-17 in poverty (2020),28163,Yazoo,2,"6,931","5,307","8,555","2,124","1,461","2,787"
