Textbox93,Textbox96,fips,county,ruc_code,total_est,total_Bmin,total_Bmax,under18,under18_Bmin,under18_Bmax
All people in poverty (2020),Children ages 0-17 in poverty (2020),1105,Perry,8,"2,443","1,829","3,057",768,518,"1,018"
All people in poverty (2020),Children ages 0-17 in poverty (2020),1107,Pickens,3,"4,050","3,101","4,999","1,154",822,"1,486"
All people in poverty (2020),Children ages 0-17 in poverty (2020),1109,Pike,6,"6,101","4,548","7,654","1,748","1,187","2,309"
All people in poverty (2020),Children ages 0-17 in poverty (2020),1111,Randolph,6,"3,933","3,066","4,800","1,285",873,"1,697"
All people in poverty (2020),Children ages 0-17 in poverty (2020),1113,Russell,2,"11,702","9,460","13,944","4,352","3,257","5,447"
All people in poverty (2020),Children ages 0-17 in poverty (2020),1115,St. Clair,1,"9,384","7,154","11,614","2,902","2,038","3,766"
All people in poverty (2020),Children ages 0-17 in poverty (2020),1117,Shelby,1,"15,227","12,326","18,128","4,078","2,907","5,249"
All people in poverty (2020),Children ages 0-17 in poverty (2020),1119,Sumter,8,"3,338","2,523","4,153",975,688,"1,262"
All people in poverty (2020),Children ages 0-17 in poverty (2020),1121,Talladega,4,"12,958","10,639","15,277","3,811","2,791","4,831"
All people in poverty (2020),Children ages 0-17 in poverty (2020),1123,Tallapoosa,6,"6,004","4,593","7,415","2,114","1,506","2,722"
All people in poverty (2020),Children ages 0-17 in poverty (2020),1125,Tuscaloosa,3,"28,776","23,778","33,774","7,490","5,679","9,301"
All people in poverty (2020),Children ages 0-17 in poverty (2020),1127,Walker,1,"10,219","8,273","12,165","3,151","2,326","3,976"
All people in poverty (2020),Children ages 0-17 in poverty (2020),1129,Washington,8,"2,769","2,105","3,433",765,509,"1,021"
All people in poverty (2020),Children ages 0-17 in poverty (2020),1131,Wilcox,9,"2,240","1,584","2,896",674,416,932
All people in poverty (2020),Children ages 0-17 in poverty (2020),1133,Winston,6,"4,036","3,252","4,820","1,056",731,"1,381"
