Textbox93,Textbox96,fips,county,ruc_code,total_est,total_Bmin,total_Bmax,under18,under18_Bmin,under18_Bmax
All people in poverty (2020),Children ages 0-17 in poverty (2020),13075,Cook,6,"3,340","2,533","4,147","1,274",853,"1,695"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13077,Coweta,1,"12,862","10,010","15,714","4,142","2,934","5,350"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13079,Crawford,3,"1,941","1,470","2,412",606,413,799
All people in poverty (2020),Children ages 0-17 in poverty (2020),13081,Crisp,6,"5,282","4,099","6,465","1,822","1,241","2,403"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13083,Dade,2,"1,954","1,458","2,450",467,311,623
All people in poverty (2020),Children ages 0-17 in poverty (2020),13085,Dawson,1,"2,332","1,752","2,912",670,461,879
All people in poverty (2020),Children ages 0-17 in poverty (2020),13087,Decatur,6,"6,495","5,275","7,715","2,328","1,714","2,942"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13089,DeKalb,1,"118,345","104,697","131,993","40,458","34,242","46,674"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13091,Dodge,6,"3,980","2,981","4,979","1,054",706,"1,402"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13093,Dooly,6,"3,040","2,316","3,764",741,535,947
All people in poverty (2020),Children ages 0-17 in poverty (2020),13095,Dougherty,3,"22,686","18,497","26,875","7,562","5,519","9,605"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13097,Douglas,1,"16,770","13,288","20,252","6,065","4,151","7,979"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13099,Early,6,"2,371","1,799","2,943",883,600,"1,166"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13101,Echols,3,821,610,"1,032",329,220,438
All people in poverty (2020),Children ages 0-17 in poverty (2020),13103,Effingham,2,"5,293","3,904","6,682","1,923","1,280","2,566"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13105,Elbert,6,"4,528","3,817","5,239","1,583","1,279","1,887"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13107,Emanuel,7,"5,584","4,478","6,690","1,892","1,366","2,418"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13109,Evans,6,"2,002","1,451","2,553",810,532,"1,088"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13111,Fannin,8,"4,111","3,254","4,968","1,002",686,"1,318"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13113,Fayette,1,"6,079","4,608","7,550","1,878","1,228","2,528"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13115,Floyd,3,"17,472","14,566","20,378","5,747","4,427","7,067"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13117,Forsyth,1,"12,669","10,106","15,232","3,565","2,589","4,541"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13119,Franklin,8,"3,708","2,908","4,508","1,189",853,"1,525"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13121,Fulton,1,"136,220","116,710","155,730","39,055","29,063","49,047"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13123,Gilmer,6,"4,437","3,383","5,491","1,368",919,"1,817"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13125,Glascock,9,447,340,554,114,78,150
All people in poverty (2020),Children ages 0-17 in poverty (2020),13127,Glynn,3,"13,107","10,552","15,662","4,359","3,164","5,554"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13129,Gordon,4,"6,829","5,201","8,457","2,035","1,350","2,720"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13131,Grady,6,"4,527","3,401","5,653","1,631","1,112","2,150"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13133,Greene,6,"2,849","2,172","3,526",966,663,"1,269"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13135,Gwinnett,1,"97,747","85,734","109,760","33,217","26,676","39,758"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13137,Habersham,6,"5,963","4,726","7,200","1,684","1,180","2,188"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13139,Hall,3,"25,886","21,893","29,879","9,686","7,987","11,385"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13141,Hancock,7,"2,202","1,667","2,737",516,346,686
All people in poverty (2020),Children ages 0-17 in poverty (2020),13143,Haralson,1,"4,633","3,536","5,730","1,437","1,002","1,872"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13145,Harris,2,"3,195","2,489","3,901",847,579,"1,115"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13147,Hart,6,"3,711","2,804","4,618","1,168",788,"1,548"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13149,Heard,1,"1,938","1,494","2,382",561,375,747
All people in poverty (2020),Children ages 0-17 in poverty (2020),13151,Henry,1,"20,755","16,069","25,441","7,796","5,413","10,179"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13153,Houston,3,"17,041","13,301","20,781","6,298","4,413","8,183"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13155,Irwin,7,"1,720","1,297","2,143",586,417,755
All people in poverty (2020),Children ages 0-17 in poverty (2020),13157,Jackson,4,"6,883","5,269","8,497","2,149","1,438","2,860"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13159,Jasper,1,"2,015","1,517","2,513",716,486,946
All people in poverty (2020),Children ages 0-17 in poverty (2020),13161,Jeff Davis,7,"3,003","2,276","3,730","1,139",772,"1,506"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13163,Jefferson,6,"3,101","2,356","3,846","1,165",823,"1,507"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13165,Jenkins,6,"2,111","1,586","2,636",614,414,814
All people in poverty (2020),Children ages 0-17 in poverty (2020),13167,Johnson,7,"2,059","1,570","2,548",547,382,712
All people in poverty (2020),Children ages 0-17 in poverty (2020),13169,Jones,3,"3,285","2,440","4,130","1,072",718,"1,426"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13171,Lamar,1,"2,504","1,838","3,170",819,543,"1,095"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13173,Lanier,3,"2,046","1,600","2,492",808,589,"1,027"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13175,Laurens,5,"9,611","7,911","11,311","3,557","2,722","4,392"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13177,Lee,3,"2,947","2,203","3,691","1,149",776,"1,522"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13179,Liberty,3,"8,886","6,950","10,822","3,907","2,768","5,046"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13181,Lincoln,2,"1,310",999,"1,621",404,287,521
All people in poverty (2020),Children ages 0-17 in poverty (2020),13183,Long,3,"3,303","2,568","4,038","1,256",856,"1,656"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13185,Lowndes,3,"22,695","19,032","26,358","7,651","5,859","9,443"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13187,Lumpkin,6,"3,896","2,887","4,905",927,622,"1,232"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13189,McDuffie,2,"3,490","2,616","4,364","1,438","1,003","1,873"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13191,McIntosh,3,"2,847","2,175","3,519",698,481,915
All people in poverty (2020),Children ages 0-17 in poverty (2020),13193,Macon,6,"3,362","2,620","4,104",870,595,"1,145"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13195,Madison,3,"4,366","3,475","5,257","1,362",962,"1,762"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13197,Marion,2,"1,736","1,297","2,175",539,365,713
All people in poverty (2020),Children ages 0-17 in poverty (2020),13199,Meriwether,1,"4,617","3,763","5,471","1,441","1,058","1,824"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13201,Miller,8,"1,091",813,"1,369",367,248,486
All people in poverty (2020),Children ages 0-17 in poverty (2020),13205,Mitchell,6,"7,426","6,533","8,319","2,333","1,955","2,711"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13207,Monroe,3,"3,447","2,687","4,207","1,007",711,"1,303"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13209,Montgomery,9,"1,577","1,193","1,961",455,310,600
All people in poverty (2020),Children ages 0-17 in poverty (2020),13211,Morgan,1,"2,251","1,698","2,804",782,541,"1,023"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13213,Murray,3,"6,319","5,059","7,579","2,212","1,670","2,754"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13215,Muscogee,2,"40,029","34,505","45,553","14,183","11,165","17,201"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13217,Newton,1,"15,997","13,058","18,936","6,098","4,231","7,965"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13219,Oconee,3,"2,468","1,871","3,065",724,501,947
All people in poverty (2020),Children ages 0-17 in poverty (2020),13221,Oglethorpe,3,"2,022","1,519","2,525",639,438,840
All people in poverty (2020),Children ages 0-17 in poverty (2020),13223,Paulding,1,"12,612","9,678","15,546","4,324","2,881","5,767"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13225,Peach,3,"5,114","4,026","6,202","1,633","1,182","2,084"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13227,Pickens,1,"3,423","2,618","4,228","1,126",790,"1,462"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13229,Pierce,6,"3,196","2,467","3,925","1,130",788,"1,472"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13231,Pike,1,"1,902","1,477","2,327",544,376,712
All people in poverty (2020),Children ages 0-17 in poverty (2020),13233,Polk,4,"6,912","5,459","8,365","2,402","1,788","3,016"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13235,Pulaski,3,"2,027","1,521","2,533",547,362,732
All people in poverty (2020),Children ages 0-17 in poverty (2020),13237,Putnam,6,"3,648","2,831","4,465","1,181",814,"1,548"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13239,Quitman,9,523,391,655,164,111,217
All people in poverty (2020),Children ages 0-17 in poverty (2020),13241,Rabun,7,"2,341","1,795","2,887",618,426,810
All people in poverty (2020),Children ages 0-17 in poverty (2020),13243,Randolph,6,"1,749","1,366","2,132",517,350,684
All people in poverty (2020),Children ages 0-17 in poverty (2020),13245,Richmond,2,"48,382","42,875","53,889","17,159","14,354","19,964"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13247,Rockdale,1,"11,464","8,969","13,959","4,414","2,992","5,836"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13249,Schley,8,779,581,977,263,177,349
All people in poverty (2020),Children ages 0-17 in poverty (2020),13251,Screven,6,"2,793","2,095","3,491",838,572,"1,104"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13253,Seminole,6,"1,832","1,386","2,278",545,360,730
All people in poverty (2020),Children ages 0-17 in poverty (2020),13255,Spalding,1,"11,835","9,345","14,325","3,965","2,667","5,263"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13257,Stephens,7,"4,297","3,336","5,258","1,316",888,"1,744"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13259,Stewart,8,"1,561","1,134","1,988",214,144,284
All people in poverty (2020),Children ages 0-17 in poverty (2020),13261,Sumter,6,"6,726","5,116","8,336","2,363","1,594","3,132"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13263,Talbot,8,"1,274",946,"1,602",351,240,462
All people in poverty (2020),Children ages 0-17 in poverty (2020),13265,Taliaferro,8,362,277,447,87,60,114
All people in poverty (2020),Children ages 0-17 in poverty (2020),13267,Tattnall,6,"4,330","3,219","5,441","1,426",942,"1,910"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13269,Taylor,8,"1,831","1,425","2,237",513,359,667
All people in poverty (2020),Children ages 0-17 in poverty (2020),13271,Telfair,7,"3,774","2,814","4,734",801,538,"1,064"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13273,Terrell,3,"2,287","1,793","2,781",861,614,"1,108"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13275,Thomas,4,"7,072","5,401","8,743","2,433","1,642","3,224"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13277,Tift,5,"7,999","6,407","9,591","2,962","2,167","3,757"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13279,Toombs,7,"5,919","4,647","7,191","2,311","1,597","3,025"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13281,Towns,9,"1,455","1,090","1,820",302,203,401
All people in poverty (2020),Children ages 0-17 in poverty (2020),13283,Treutlen,7,"1,501","1,140","1,862",480,326,634
All people in poverty (2020),Children ages 0-17 in poverty (2020),13285,Troup,4,"11,136","8,953","13,319","3,845","2,681","5,009"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13287,Turner,6,"1,667","1,218","2,116",735,496,974
All people in poverty (2020),Children ages 0-17 in poverty (2020),13289,Twiggs,3,"1,593","1,200","1,986",441,297,585
All people in poverty (2020),Children ages 0-17 in poverty (2020),13291,Union,9,"3,219","2,473","3,965",806,561,"1,051"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13293,Upson,6,"3,969","2,987","4,951","1,630","1,102","2,158"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13295,Walker,2,"9,650","7,313","11,987","2,744","1,852","3,636"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13297,Walton,1,"10,898","8,618","13,178","3,621","2,580","4,662"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13299,Ware,5,"8,660","7,195","10,125","3,442","2,740","4,144"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13301,Warren,8,"1,204",893,"1,515",405,272,538
All people in poverty (2020),Children ages 0-17 in poverty (2020),13303,Washington,7,"3,887","2,941","4,833","1,225",819,"1,631"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13305,Wayne,6,"5,497","4,309","6,685","1,952","1,379","2,525"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13307,Webster,8,482,361,603,132,89,175
All people in poverty (2020),Children ages 0-17 in poverty (2020),13309,Wheeler,9,"1,864","1,379","2,349",418,287,549
All people in poverty (2020),Children ages 0-17 in poverty (2020),13311,White,6,"3,778","2,880","4,676","1,164",814,"1,514"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13313,Whitfield,3,"13,347","10,439","16,255","4,606","3,343","5,869"
All people in poverty (2020),Children ages 0-17 in poverty (2020),13315,Wilcox,8,"1,851","1,421","2,281",495,335,655
All people in poverty (2020),Children ages 0-17 in poverty (2020),13317,Wilkes,6,"1,919","1,453","2,385",623,424,822
All people in poverty (2020),Children ages 0-17 in poverty (2020),13319,Wilkinson,8,"1,732","1,352","2,112",610,419,801
All people in poverty (2020),Children ages 0-17 in poverty (2020),13321,Worth,3,"3,590","2,727","4,453","1,259",852,"1,666"
