Textbox93,Textbox96,fips,county,ruc_code,total_est,total_Bmin,total_Bmax,under18,under18_Bmin,under18_Bmax
All people in poverty (2020),Children ages 0-17 in poverty (2020),54049,Marion,4,"7,210","5,638","8,782","1,773","1,233","2,313"
All people in poverty (2020),Children ages 0-17 in poverty (2020),54051,Marshall,3,"4,042","3,061","5,023","1,032",723,"1,341"
All people in poverty (2020),Children ages 0-17 in poverty (2020),54053,Mason,6,"4,378","3,330","5,426","1,291",912,"1,670"
All people in poverty (2020),Children ages 0-17 in poverty (2020),54055,Mercer,4,"8,583","6,441","10,725","2,868","1,854","3,882"
All people in poverty (2020),Children ages 0-17 in poverty (2020),54057,Mineral,3,"3,608","2,826","4,390",936,626,"1,246"
All people in poverty (2020),Children ages 0-17 in poverty (2020),54059,Mingo,7,"5,676","4,380","6,972","1,503","1,007","1,999"
All people in poverty (2020),Children ages 0-17 in poverty (2020),54061,Monongalia,3,"15,281","12,814","17,748","2,181","1,566","2,796"
All people in poverty (2020),Children ages 0-17 in poverty (2020),54063,Monroe,8,"2,012","1,512","2,512",574,398,750
All people in poverty (2020),Children ages 0-17 in poverty (2020),54065,Morgan,8,"1,938","1,412","2,464",484,317,651
All people in poverty (2020),Children ages 0-17 in poverty (2020),54067,Nicholas,6,"4,569","3,548","5,590","1,158",801,"1,515"
All people in poverty (2020),Children ages 0-17 in poverty (2020),54069,Ohio,3,"7,041","5,975","8,107","1,645","1,229","2,061"
All people in poverty (2020),Children ages 0-17 in poverty (2020),54071,Pendleton,8,784,562,"1,006",228,150,306
All people in poverty (2020),Children ages 0-17 in poverty (2020),54073,Pleasants,6,875,636,"1,114",216,142,290
All people in poverty (2020),Children ages 0-17 in poverty (2020),54075,Pocahontas,9,"1,418","1,102","1,734",319,210,428
All people in poverty (2020),Children ages 0-17 in poverty (2020),54077,Preston,3,"4,940","3,823","6,057","1,167",789,"1,545"
All people in poverty (2020),Children ages 0-17 in poverty (2020),54079,Putnam,2,"5,520","4,271","6,769","1,563","1,140","1,986"
All people in poverty (2020),Children ages 0-17 in poverty (2020),54081,Raleigh,3,"15,070","12,858","17,282","3,762","2,921","4,603"
All people in poverty (2020),Children ages 0-17 in poverty (2020),54083,Randolph,7,"3,936","2,850","5,022","1,061",695,"1,427"
All people in poverty (2020),Children ages 0-17 in poverty (2020),54085,Ritchie,8,"1,531","1,147","1,915",418,277,559
All people in poverty (2020),Children ages 0-17 in poverty (2020),54087,Roane,6,"2,756","2,142","3,370",805,577,"1,033"
All people in poverty (2020),Children ages 0-17 in poverty (2020),54089,Summers,6,"2,413","1,740","3,086",569,374,764
All people in poverty (2020),Children ages 0-17 in poverty (2020),54091,Taylor,6,"2,213","1,629","2,797",552,362,742
All people in poverty (2020),Children ages 0-17 in poverty (2020),54093,Tucker,8,912,681,"1,143",173,117,229
All people in poverty (2020),Children ages 0-17 in poverty (2020),54095,Tyler,9,"1,216",923,"1,509",325,216,434
All people in poverty (2020),Children ages 0-17 in poverty (2020),54097,Upshur,7,"3,913","2,917","4,909","1,095",735,"1,455"
All people in poverty (2020),Children ages 0-17 in poverty (2020),54099,Wayne,2,"6,644","5,052","8,236","1,727","1,169","2,285"
All people in poverty (2020),Children ages 0-17 in poverty (2020),54101,Webster,9,"1,890","1,415","2,365",496,327,665
All people in poverty (2020),Children ages 0-17 in poverty (2020),54103,Wetzel,6,"2,342","1,744","2,940",652,430,874
All people in poverty (2020),Children ages 0-17 in poverty (2020),54105,Wirt,3,"1,023",783,"1,263",326,226,426
All people in poverty (2020),Children ages 0-17 in poverty (2020),54107,Wood,3,"11,757","9,518","13,996","3,537","2,541","4,533"
All people in poverty (2020),Children ages 0-17 in poverty (2020),54109,Wyoming,6,"4,260","3,164","5,356",998,651,"1,345"
