Textbox93,Textbox96,fips,county,ruc_code,total_est,total_Bmin,total_Bmax,under18,under18_Bmin,under18_Bmax
All people in poverty (2020),Children ages 0-17 in poverty (2020),5055,Greene,4,"7,696","6,419","8,973","2,292","1,699","2,885"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5057,Hempstead,6,"3,914","2,983","4,845","1,431",933,"1,929"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5059,Hot Spring,6,"4,709","3,504","5,914","1,474",962,"1,986"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5061,Howard,6,"2,150","1,640","2,660",836,577,"1,095"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5063,Independence,7,"5,499","4,395","6,603","1,688","1,169","2,207"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5065,Izard,9,"2,539","1,974","3,104",661,445,877
All people in poverty (2020),Children ages 0-17 in poverty (2020),5067,Jackson,6,"3,344","2,543","4,145",981,660,"1,302"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5069,Jefferson,3,"11,303","8,843","13,763","3,400","2,215","4,585"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5071,Johnson,7,"4,465","3,447","5,483","1,494",989,"1,999"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5073,Lafayette,8,"1,289",949,"1,629",346,226,466
All people in poverty (2020),Children ages 0-17 in poverty (2020),5075,Lawrence,6,"3,006","2,346","3,666",926,635,"1,217"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5077,Lee,7,"2,527","1,964","3,090",670,478,862
All people in poverty (2020),Children ages 0-17 in poverty (2020),5079,Lincoln,3,"2,223","1,638","2,808",484,320,648
All people in poverty (2020),Children ages 0-17 in poverty (2020),5081,Little River,3,"1,943","1,452","2,434",649,427,871
All people in poverty (2020),Children ages 0-17 in poverty (2020),5083,Logan,6,"3,308","2,537","4,079",963,626,"1,300"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5085,Lonoke,2,"7,974","6,471","9,477","2,582","1,902","3,262"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5087,Madison,2,"2,797","2,173","3,421",938,649,"1,227"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5089,Marion,9,"3,165","2,583","3,747",854,579,"1,129"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5091,Miller,3,"8,050","6,499","9,601","2,400","1,613","3,187"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5093,Mississippi,4,"8,235","6,404","10,066","2,867","1,956","3,778"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5095,Monroe,7,"1,543","1,151","1,935",514,336,692
All people in poverty (2020),Children ages 0-17 in poverty (2020),5097,Montgomery,8,"1,666","1,269","2,063",460,299,621
All people in poverty (2020),Children ages 0-17 in poverty (2020),5099,Nevada,7,"1,512","1,116","1,908",497,322,672
All people in poverty (2020),Children ages 0-17 in poverty (2020),5101,Newton,9,"1,406","1,046","1,766",426,283,569
All people in poverty (2020),Children ages 0-17 in poverty (2020),5103,Ouachita,7,"4,669","3,682","5,656","1,396",968,"1,824"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5105,Perry,2,"1,506","1,140","1,872",494,323,665
All people in poverty (2020),Children ages 0-17 in poverty (2020),5107,Phillips,6,"3,767","2,593","4,941","1,634",972,"2,296"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5109,Pike,9,"1,932","1,526","2,338",552,364,740
All people in poverty (2020),Children ages 0-17 in poverty (2020),5111,Poinsett,3,"4,857","3,821","5,893","1,572","1,082","2,062"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5113,Polk,7,"3,538","2,664","4,412","1,214",828,"1,600"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5115,Pope,5,"8,552","6,618","10,486","2,508","1,656","3,360"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5117,Prairie,8,"1,137",834,"1,440",392,257,527
All people in poverty (2020),Children ages 0-17 in poverty (2020),5119,Pulaski,2,"59,031","51,421","66,641","20,032","16,070","23,994"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5121,Randolph,7,"2,912","2,262","3,562",997,698,"1,296"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5123,St. Francis,6,"6,199","4,756","7,642","2,001","1,323","2,679"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5125,Saline,2,"10,057","7,808","12,306","3,031","1,994","4,068"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5127,Scott,6,"1,756","1,292","2,220",623,400,846
All people in poverty (2020),Children ages 0-17 in poverty (2020),5129,Searcy,9,"1,732","1,330","2,134",529,361,697
All people in poverty (2020),Children ages 0-17 in poverty (2020),5131,Sebastian,2,"21,137","17,710","24,564","7,106","5,452","8,760"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5133,Sevier,6,"2,755","2,086","3,424","1,142",752,"1,532"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5135,Sharp,7,"3,110","2,298","3,922",999,630,"1,368"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5137,Stone,9,"2,513","1,970","3,056",695,462,928
All people in poverty (2020),Children ages 0-17 in poverty (2020),5139,Union,7,"6,381","5,045","7,717","1,959","1,338","2,580"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5141,Van Buren,8,"2,674","2,024","3,324",695,436,954
All people in poverty (2020),Children ages 0-17 in poverty (2020),5143,Washington,2,"30,994","26,614","35,374","8,392","6,063","10,721"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5145,White,4,"11,176","9,046","13,306","3,400","2,456","4,344"
All people in poverty (2020),Children ages 0-17 in poverty (2020),5147,Woodruff,9,"1,386","1,023","1,749",434,282,586
All people in poverty (2020),Children ages 0-17 in poverty (2020),5149,Yell,6,"2,971","2,236","3,706","1,073",686,"1,460"
